mapsize,50,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mapdata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14,15,14,15,14,15,14,15
22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,30,31,30,31,30,31,30,31
22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,54,55,56,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,46,47,46,47,46,47,46,47
22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,54,55,56,23,23,70,71,72,23,23,23,23,23,23,23,23,23,23,23,23,23,54,55,56,23,23,195,197,195,197,198,195,196,197
22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,70,71,72,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,70,71,72,23,23,211,213,211,213,214,211,212,213
22,23,23,23,23,23,23,23,23,23,23,54,55,56,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,54,55,56,23,23,23,23,23,23,23,23,23,195,197,195,197,198,195,196,197
22,23,23,23,23,23,23,23,23,23,23,70,71,72,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,70,71,72,23,23,23,23,23,23,23,23,23,211,213,211,213,214,211,212,213
22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,195,197,195,197,198,195,196,197
22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,211,213,211,213,214,211,212,213
22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,195,197,195,197,198,195,196,197
22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,54,55,56,23,23,23,23,23,23,23,23,23,23,23,23,211,213,211,213,214,211,212,213
22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,70,71,72,23,23,23,23,23,23,23,23,23,23,23,23,195,197,195,197,198,195,196,197
22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,211,213,211,213,214,211,212,213
22,23,23,54,55,56,23,54,55,56,23,23,23,23,23,23,23,23,23,54,55,56,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,195,197,195,197,198,195,196,197
22,23,23,70,71,72,23,70,71,72,23,23,23,23,23,23,23,23,23,70,71,72,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,211,213,211,213,214,211,212,213
