mapsize,25,25,,,,,,,,,,,,,,,,,,,,,,
mapdata,,,,,,,,,,,,,,,,,,,,,,,,
38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,38
22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22
22,23,238,238,23,23,23,23,23,23,23,23,23,23,23,23,23,23,238,238,23,23,23,23,22
22,23,238,238,23,23,23,23,23,50,50,50,50,50,23,23,23,23,238,238,23,23,23,23,22
22,23,238,238,23,23,23,23,23,50,50,50,50,50,23,23,23,23,238,238,23,23,23,23,22
22,23,238,238,23,23,23,23,23,23,23,23,23,23,23,23,23,23,238,238,23,23,23,23,22
22,23,23,23,23,23,23,23,23,238,238,23,23,23,23,23,23,23,23,23,23,23,23,23,22
22,23,23,23,23,23,23,23,23,238,238,23,23,23,23,23,23,23,23,23,23,23,23,23,22
22,23,50,50,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22
22,23,50,50,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22
22,23,23,23,23,23,23,23,23,23,23,23,23,23,238,238,23,23,23,23,50,50,23,23,22
22,23,23,23,23,23,23,23,23,23,23,23,23,23,238,238,23,23,23,23,50,50,23,23,22
22,23,23,23,23,23,23,23,23,23,23,23,23,23,238,238,23,23,23,23,23,23,23,23,22
22,23,50,50,23,23,50,50,23,23,23,23,23,23,238,238,23,23,23,23,23,23,23,23,22
22,23,50,50,23,23,50,50,23,23,23,23,23,23,23,23,23,238,238,23,23,23,23,23,22
22,23,23,23,23,23,50,50,23,23,23,23,23,23,23,23,23,238,238,23,23,23,23,23,22
22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,238,238,23,23,23,23,23,22
22,23,23,50,50,23,50,50,23,23,23,23,23,23,23,23,23,238,238,23,23,23,23,23,22
22,23,23,50,50,23,50,50,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22
22,23,23,50,50,23,50,50,23,23,23,23,238,238,23,23,23,23,23,23,23,23,23,23,22
22,23,23,23,23,23,23,23,23,23,23,23,238,238,23,23,23,23,23,50,50,23,23,23,22
22,238,238,23,23,23,23,23,23,23,23,23,238,238,23,23,23,23,23,50,50,23,23,23,22
22,238,238,23,23,23,23,238,238,23,23,23,238,238,23,23,23,23,23,23,23,23,23,23,22
22,23,23,23,23,23,23,238,238,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
